"Country","Issuer","Ruling authority","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Length","Width","Thickness","Orientation","Year","Gregorian year","Mintmark","Marks","References","Comment","Quantity","For exchange","Grade","Collection","From set","Buying price (USD)","Estimate (USD)","Private comment","Public comment","Storage location","Acquisition place","Acquisition date","Serial number","Internal ID","Weight","Size","Axis","Third-party grading","Grade","Details","Slab number","CAC sticker"
"Barbados","Barbados","Commonwealth Realm • Elizabeth II (1966-2021)","Dollar (1973-date)","0.1","KM# 12","N# 66","10 Cents","Standard circulation coins","1973-2005","Round","Copper-nickel (75% Copper, 25% Nickel)","2.26","17.78","17.78","","1.13","Medal alignment ↑↑","1990","1990","","","","Royal Canadian Mint","1","FALSE","UNC","Zoo","","0.5","0.5","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Barbados","Barbados","Commonwealth Realm • Elizabeth II (1966-2021)","Dollar (1973-date)","0.25","KM# 13","N# 917","25 Cents","Standard circulation coins","1973-2006","Round","Copper-nickel (75% Copper, 25% Nickel)","5.65","23.6","23.6","","1.82","Medal alignment ↑↑","1973","1973","","","","Royal Mint","1","FALSE","VF","World","","0","0.49","","","","","","","","","","","","","","",""
"Barbados","Barbados","Commonwealth Realm • Elizabeth II (1966-2021)","Dollar (1973-date)","0.25","KM# 13","N# 917","25 Cents","Standard circulation coins","1973-2006","Round","Copper-nickel (75% Copper, 25% Nickel)","5.65","23.6","23.6","","1.82","Medal alignment ↑↑","1980","1980","","","","Royal Mint","1","FALSE","VF","World","","","0.62","","","","","","","","","","","","","","",""
"Barbados","Barbados","Commonwealth Realm • Elizabeth II (1966-2021)","Dollar (1973-date)","2","KM# 15","N# 19863","2 Dollars - Elizabeth II (Set Issue)","Non-circulating coins","1973-1984","Round","Copper-nickel (75% Copper, 25% Nickel)","20","37","37","","","Medal alignment ↑↑","1975","1975","FM","","","Proof","1","FALSE","UNC","Zoo","","","6.33","","Staghorn coral (Acropora cervicornis) ","","","","","","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","0.5","P# 1","N# 203035","50 Kopek","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","Watermark: Backward ""S""","1","FALSE","UNC","Banknotes","","0","0.7","","","Blue Binder","","","","2","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","0.5","P# 1","N# 203035","50 Kopek","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","Watermark: Backward ""S""","1","FALSE","UNC","Banknotes","","0","0.7","","","Blue Binder","","","","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","5","P# 4","N# 201632","5 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.95","","","Blue Binder","","","1327901","2","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","5","P# 4","N# 201632","5 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.95","","","Blue Binder","","","1327900","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","10","P# 5","N# 204277","10 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","1.02","","","Blue Binder","","","6687147","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","10","P# 5","N# 204277","10 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","1.02","","","Blue Binder","","","6687148","2","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","25","P# 6","N# 204441","25 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","52","","","1992","1992","","","","P#6a.1; Horizontal Watermark; with prefix letters","1","FALSE","UNC","Banknotes","","0","0.68","","","Blue Binder","","","5012695","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","25","P# 6","N# 204441","25 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","52","","","1992","1992","","","","P#6a.1; Horizontal Watermark; with prefix letters","1","FALSE","UNC","Banknotes","","0","0.68","","","Blue Binder","","","5012696","2","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","50","P# 7","N# 204427","50 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.79","","","Blue Binder","","","0054514","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","50","P# 7","N# 204427","50 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","53","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.79","","","Blue Binder","","","0054515","2","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","100","P# 8","N# 203049","100 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","54","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.81","","","Blue Binder","","","3748002","1","","","","","","","",""
"Belarus","Belarus","Republic (1991-date)","First Rouble (1992-2000)","100","P# 8","N# 203049","100 Roubles","Standard circulation banknotes","1992","Rectangular","Paper","","105","105","54","","","1992","1992","","","","","1","FALSE","UNC","Banknotes","","0","0.81","","","Blue Binder","","","3748003","2","","","","","","","",""
"Belgium","Belgium","House of Saxe-Coburg and Gotha • Albert I (1909-1934)","Franc (1832-2001)","0.05","KM# 66","N# 290","5 Centimes - Albert I (French text)","Standard circulation coins","1910-1932","Round with a round hole","Copper-nickel (75% Copper, 25% Nickel)","2.5","19","19","","1.21","Coin alignment ↑↓","1928","1928","","","Mor# 371","","1","FALSE","F","World","","0","0.35","","","","","","","","","","","","","","",""
"Belgium","Belgium","House of Belgium • Baudouin I (1951-1993)","Franc (1832-2001)","0.5","LA# BFM-78","N# 1239","50 Centimes (French text)","Standard circulation coins","1952-2001","Round","Bronze (95% Copper, 3% Tin, 2% Zinc)","2.75","19","19","","1.4","Coin alignment ↑↓","1998","1998","","","KM# 148.1, Mor# 956","Type C","1","FALSE","AU","World","","0.5","0.35","April","","World Coins Box #1","","","","","","","","","","","",""
"Belgium","Belgium","House of Belgium • Baudouin I (1951-1993)","Franc (1832-2001)","1","LA# BFM-102","N# 571","1 Franc (Dutch text)","Standard circulation coins","1950-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","4","21","21","","1.65","Coin alignment ↑↓","1952","1952","","","KM# 143.1, Mor# 597","","1","TRUE","F","World","","","0.13","","","","","","","","","","","","","","",""
"Belize","Belize","House of Windsor • Elizabeth II (1973-2022)","Dollar (1973-date)","0.01","KM# 33a","N# 3207","1 Cent - Elizabeth II (Aluminium)","Standard circulation coins","1976-2021","Scalloped (with 12 notches)","Aluminium","0.79","19.51","19.51","","1.3","Medal alignment ↑↑","1996","1996","","","","","1","TRUE","AU","World","","0","0.78","","","","","","","","","","","","","","",""
"Bhutan","Bhutan","Kings of Bhutan, House of Wangchuck • Jigme Singye (1972-2006)","Ngultrum (1974-date)","0.25","KM# 47a","N# 5718","25 Chhertum (magnetic)","Standard circulation coins","1979","Round","Aluminium bronze plated steel","4.45","22.2","22.2","","1.8","Medal alignment ↑↑","1979","1979","","","","","1","FALSE","","Zoo","","1.5","","","Goldfish (Carassius auratus) ","World Coin Zoo Binder","","","","","","","","","","","",""
"Bolivia","Bolivia","Republic (1825-2009)","Second boliviano (1986-date)","0.02","KM# 200","N# 3220","2 Centavos","Standard circulation coins","1987","Round","Stainless steel","1","14","14","","1","Coin alignment ↑↓","1987","1987","","","","","1","FALSE","VF","World","","0","0.53","","","","","","","","","","","","","","",""
"Bosnia and Herzegovina","Bosnia and Herzegovina","Federal Republic of Bosnia and Herzegovina (1992-date)","Convertible Mark (1998-date)","0.05","KM# 121","N# 3069","5 Feninga","Standard circulation coins","2005-2025","Round","Nickel plated steel","2.66","18","18","","1.5","Medal alignment ↑↑","2017","2017","","","","","1","TRUE","UNC","World","","0","1.06","","","","","","","","","","","","","","",""
"Botswana","Botswana","Republic (1966-date)","Pula (1976-date)","0.01","KM# 3","N# 4373","1 Thebe","Standard circulation coins","1976-1991","Round","Aluminium (98% Aluminium, 2% Magnesium)","0.7","18.5","18.5","","1.27","Medal alignment ↑↑","1984","1984","","","","","1","FALSE","UNC","Zoo","","0","0.99","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Botswana","Botswana","Republic (1966-date)","Pula (1976-date)","0.05","KM# 26","N# 5410","5 Thebe","Standard circulation coins","1998-2009","Heptagonal (7-sided)","Copper plated steel","2.41","16.9","16.9","","1.75","Medal alignment ↑↑","1998","1998","","","","","1","FALSE","UNC","Zoo","","","1.11","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Brazil","Brazil","Federative Republic of Brazil (1967-date)","Cruzado novo (1989-1990)","0.05","KM# 612","N# 4980","5 Centavos (Fisherman)","Standard circulation coins","1989-1990","Round","Stainless steel","2.26","17.5","17.5","","1.2","Coin alignment ↑↓","1989","1989","","","Bentes# 777.01","","1","FALSE","AU","Zoo","","0","0.47","","Pacu (Piaractus mesopotamicus)","World Coin Zoo Binder","","","","","","","","","","","",""
"Brazil","Brazil","Federative Republic of Brazil (1967-date)","Cruzeiro (1990-1993)","1000","KM# 626","N# 5392","1000 Cruzeiros","Standard circulation coins","1992-1993","Round","Stainless steel","2.96","20","20","","1.5","Coin alignment ↑↓","1993","1993","","","","","1","FALSE","VF","Zoo","","0","0.6","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Brazil","Brazil","Federative Republic of Brazil (1967-date)","Real (1994-date)","0.01","KM# 647","N# 4049","1 Centavo (Cabral)","Standard circulation coins","1998-2004","Round","Copper plated steel","2.43","17","17","","1.65","Coin alignment ↑↓","1998","1998","","","","KM#647 (""T"" fully inside stripes)","1","FALSE","AU","Nautical","","","0.9","","","","","","","","","","","","","","",""
"British Crown dependencies","Guernsey","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.01","KM# 89","N# 3087","1 Penny - Elizabeth II (4th portrait)","Standard circulation coins","1998-2012","Round","Copper plated steel","3.56","20.32","20.32","","1.65","Medal alignment ↑↑","1998","1998","","","","","1","FALSE","UNC","Zoo","","0.8","0.85","","","","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.005","KM# 40","N# 6388","½ Penny - Elizabeth II (F.A.O. Food For All)","Circulating commemorative coins","1977","Round","Bronze","1.78","17.14","17.14","","1","Medal alignment ↑↑","1977","1977","PM","","","mintmark on obverse only","1","FALSE","XF","FAO","","","0.9","","Corrosion spots on obverse.","","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 127","N# 39999","50 Pence - Elizabeth II (Christmas 1984)","Circulating commemorative coins","1984","Equilateral curve heptagon (7-sided)","Copper-nickel","13.5","30","30","","","Medal alignment ↑↑","1984","1984","PM","AC","","","1","FALSE","UNC","World","","0","15.18","","Christmas 1984, Birth Year","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1635","N# 175381","50 Pence - Elizabeth II (Peter Pan)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","7.01","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1636","N# 175388","50 Pence - Elizabeth II (Second to the Right)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","7.04","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1637","N# 175384","50 Pence - Elizabeth II (Captain Hook)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","6.92","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1638","N# 175385","50 Pence - Elizabeth II (Tinkerbell)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","7.01","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1639","N# 175387","50 Pence - Elizabeth II (Wendy)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","6.77","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1640","N# 175386","50 Pence - Elizabeth II (Crocodile)","Circulating commemorative coins","2019","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2019","2019","","","","","1","FALSE","UNC","Pop Culture","","0","6.91","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1664","N# 233657","50 Pence - Elizabeth II (Peter Pan and Tinker Bell)","Circulating commemorative coins","2020","Heptagonal (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2020","2020","","","","KM# 1664","1","FALSE","UNC","Pop Culture","","0","7.77","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1665","N# 236675","50 Pence - Elizabeth II (Peter Pan at the window)","Circulating commemorative coins","2020","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2020","2020","","","","","1","FALSE","UNC","Pop Culture","","0","6.29","","","Green Binder","","","","","","","","","","","",""
"British Crown dependencies","Isle of Man","House of Windsor • Elizabeth II (1952-2022)","Pound (decimalized, 1971-date)","0.5","KM# 1666","N# 236673","50 Pence - Elizabeth II (Smee)","Circulating commemorative coins","2020","Equilateral curve heptagon (7-sided)","Copper-nickel","8","27.3","27.3","","","Medal alignment ↑↑","2020","2020","","","","","1","FALSE","UNC","Pop Culture","","0","7.37","","","","","","","","","","","","","","",""
